domain	type	auto_value	value
jofem.org	DP12	unconfirmed	False
jofem.org	DP13	unconfirmed	False
jofem.org	DP14	unconfirmed	False
jofem.org	DP15	unconfirmed	False
petanquethai.com	no cookie dialog	True	True
sexgayjapan.com	no cookie dialog	True	True
tinytrk.com	DP1	False	False
tinytrk.com	DP2	True	True
tinytrk.com	DP3	True	True
tinytrk.com	DP4	False	False
tinytrk.com	DP5	True	True
tinytrk.com	DP6	False	False
tinytrk.com	DP7	False	False
tinytrk.com	DP8	False	False
tinytrk.com	time to reject cookies manually	10.326877200001	10.326877200001
tinytrk.com	number of clicks to reject cookies	3	3
tinytrk.com	DP10	unconfirmed	True
tinytrk.com	DP12	unconfirmed	False
tinytrk.com	DP13	unconfirmed	False
tinytrk.com	DP14	unconfirmed	False
tinytrk.com	DP15	unconfirmed	False
killinghope.org	no cookie dialog	True	True
ourdailycraft.com	no cookie dialog	True	True
driving.co.uk	DP1	False	False
driving.co.uk	DP2	False	False
driving.co.uk	DP3	True	True
driving.co.uk	DP4	False	False
driving.co.uk	DP5	True	True
driving.co.uk	DP6	False	False
driving.co.uk	DP7	False	False
driving.co.uk	DP8	False	False
driving.co.uk	time to reject cookies manually	6.99567879999813	6.99567879999813
driving.co.uk	number of clicks to reject cookies	2	2
driving.co.uk	DP10	unconfirmed	True
driving.co.uk	DP12	unconfirmed	False
driving.co.uk	DP13	unconfirmed	False
driving.co.uk	DP14	unconfirmed	False
driving.co.uk	DP15	unconfirmed	False
timetric.com	no cookie dialog	True	True
wmf.com	DP1	False	False
wmf.com	DP2	False	False
wmf.com	DP3	True	True
wmf.com	DP4	False	False
wmf.com	DP5	True	True
wmf.com	DP6	False	False
wmf.com	DP7	True	True
wmf.com	DP8	False	False
wmf.com	time to reject cookies manually	4.75969740000073	4.75969740000073
wmf.com	number of clicks to reject cookies	1	1
wmf.com	DP10	unconfirmed	False
wmf.com	DP12	unconfirmed	False
wmf.com	DP13	unconfirmed	False
wmf.com	DP14	unconfirmed	False
wmf.com	DP15	unconfirmed	False
elvanto.com.au	no cookie dialog	True	True
christmascity.org	no cookie dialog	True	True
pizbuin.com	no cookie dialog	True	True
awejmp.com	DP1	False	False
awejmp.com	DP2	False	False
awejmp.com	DP3	False	False
awejmp.com	DP4	True	True
awejmp.com	DP5	False	False
awejmp.com	DP6	False	False
awejmp.com	DP7	False	False
awejmp.com	DP8	False	False
awejmp.com	time to reject cookies manually	7.98713459999999	7.98713459999999
awejmp.com	number of clicks to reject cookies	2	2
awejmp.com	DP10	unconfirmed	True
awejmp.com	DP12	unconfirmed	False
awejmp.com	DP13	unconfirmed	False
awejmp.com	DP14	unconfirmed	False
awejmp.com	DP15	unconfirmed	False
animate.tv	no cookie dialog	True	True
webshark.pl	no cookie dialog	True	True
allrusamateurs.com	no cookie dialog	True	True
magazineluiza.com.br	DP1	True	True
magazineluiza.com.br	DP2	False	False
magazineluiza.com.br	DP3	False	False
magazineluiza.com.br	DP4	True	True
magazineluiza.com.br	DP5	False	False
magazineluiza.com.br	DP6	False	False
magazineluiza.com.br	DP7	False	False
magazineluiza.com.br	DP8	False	False
magazineluiza.com.br	time to reject cookies manually	1.63484199999948	1.63484199999948
magazineluiza.com.br	number of clicks to reject cookies	0	0
magazineluiza.com.br	DP10	unconfirmed	True
magazineluiza.com.br	DP12	unconfirmed	False
magazineluiza.com.br	DP13	unconfirmed	False
magazineluiza.com.br	DP14	unconfirmed	False
magazineluiza.com.br	DP15	unconfirmed	False
levi.jp	no cookie dialog	True	True
smk.nl	no cookie dialog	True	True
anywayanyday.com	DP1	False	False
anywayanyday.com	DP2	False	False
anywayanyday.com	DP3	False	False
anywayanyday.com	DP4	True	True
anywayanyday.com	DP5	False	False
anywayanyday.com	DP6	True	True
anywayanyday.com	DP7	False	False
anywayanyday.com	DP8	False	False
anywayanyday.com	time to reject cookies manually	1.68194989999756	1.68194989999756
anywayanyday.com	number of clicks to reject cookies	0	0
anywayanyday.com	DP10	unconfirmed	True
anywayanyday.com	DP12	unconfirmed	False
anywayanyday.com	DP13	unconfirmed	False
anywayanyday.com	DP14	unconfirmed	False
anywayanyday.com	DP15	unconfirmed	False
philips.com.ar	no cookie dialog	True	True
adk2.com	no cookie dialog	True	True
matometa-antenna.com	no cookie dialog	True	True
constitucioncolombia.com	no cookie dialog	True	True
unopar.br	no cookie dialog	True	True
sharebarta.com	no cookie dialog	True	True
jrsmw.com	no cookie dialog	True	True
menicon.co.jp	no cookie dialog	True	True
visitguam.org	no cookie dialog	True	True
weldwheels.com	no cookie dialog	True	True
lugbz.org	DP1	False	False
lugbz.org	DP2	False	False
lugbz.org	DP3	False	False
lugbz.org	DP4	True	True
lugbz.org	DP5	False	False
lugbz.org	DP6	False	False
lugbz.org	DP7	False	False
lugbz.org	DP8	False	False
lugbz.org	time to reject cookies manually	5.39262350000354	5.39262350000354
lugbz.org	number of clicks to reject cookies	1	1
lugbz.org	DP10	unconfirmed	False
lugbz.org	DP12	unconfirmed	False
lugbz.org	DP13	unconfirmed	False
lugbz.org	DP14	unconfirmed	False
lugbz.org	DP15	unconfirmed	False
togothermany.cn	no cookie dialog	True	True
gettoby.com	no cookie dialog	True	True
techbigs.com	DP1	True	True
techbigs.com	DP2	False	False
techbigs.com	DP3	False	False
techbigs.com	DP4	False	False
techbigs.com	DP5	False	False
techbigs.com	DP6	False	False
techbigs.com	DP7	False	False
techbigs.com	DP8	False	False
techbigs.com	time to reject cookies manually	0.946473299998615	0.946473299998615
techbigs.com	number of clicks to reject cookies	0	0
techbigs.com	DP10	unconfirmed	True
techbigs.com	DP12	unconfirmed	False
techbigs.com	DP13	unconfirmed	False
techbigs.com	DP14	unconfirmed	False
techbigs.com	DP15	unconfirmed	False
perpustakaan.id	no cookie dialog	True	True
xyekkino.ru	no cookie dialog	True	True
apotekatia.ba	no cookie dialog	True	True
rudrastyh.com	no cookie dialog	True	True
rachelsimmons.com	no cookie dialog	True	True
trackimei.net	no cookie dialog	True	True
wheyproteinpowder.org	no cookie dialog	True	True
pine9holsters.com	no cookie dialog	True	True
doyoureadme.de	DP1	False	False
doyoureadme.de	DP2	False	False
doyoureadme.de	DP3	False	False
doyoureadme.de	DP4	False	False
doyoureadme.de	DP5	False	False
doyoureadme.de	DP6	False	False
doyoureadme.de	DP7	True	True
doyoureadme.de	DP8	False	False
doyoureadme.de	time to reject cookies manually	4.21936840000126	4.21936840000126
doyoureadme.de	number of clicks to reject cookies	0	0
doyoureadme.de	DP10	unconfirmed	True
doyoureadme.de	DP12	unconfirmed	False
doyoureadme.de	DP13	unconfirmed	False
doyoureadme.de	DP14	unconfirmed	False
doyoureadme.de	DP15	unconfirmed	False
pdfbookslibs.com	no cookie dialog	True	True
arthritis.ca	no cookie dialog	True	True
altcointrading.net	DP1	False	False
altcointrading.net	DP2	True	True
altcointrading.net	DP3	True	True
altcointrading.net	DP4	True	True
altcointrading.net	DP5	True	True
altcointrading.net	DP6	False	False
altcointrading.net	DP7	False	False
altcointrading.net	DP8	False	False
altcointrading.net	time to reject cookies manually	4.85762880000038	4.85762880000038
altcointrading.net	number of clicks to reject cookies	2	2
altcointrading.net	DP10	unconfirmed	True
altcointrading.net	DP12	unconfirmed	False
altcointrading.net	DP13	unconfirmed	False
altcointrading.net	DP14	unconfirmed	False
altcointrading.net	DP15	unconfirmed	False
otohay.vn	no cookie dialog	True	True
telegraphnepal.com	no cookie dialog	True	True
wastereduction.gov.hk	no cookie dialog	True	True
luminati-china.io	DP1	True	True
luminati-china.io	DP2	False	False
luminati-china.io	DP3	False	False
luminati-china.io	DP4	True	True
luminati-china.io	DP5	False	False
luminati-china.io	DP6	False	False
luminati-china.io	DP7	False	False
luminati-china.io	DP8	False	False
luminati-china.io	time to reject cookies manually	2.93097690000286	2.93097690000286
luminati-china.io	number of clicks to reject cookies	0	0
luminati-china.io	DP10	unconfirmed	True
luminati-china.io	DP12	unconfirmed	False
luminati-china.io	DP13	unconfirmed	False
luminati-china.io	DP14	unconfirmed	False
luminati-china.io	DP15	unconfirmed	False
hermes-ltd.com	no cookie dialog	True	True
woke.id	no cookie dialog	True	True
queaprendemoshoy.com	no cookie dialog	True	True
berridgephoto.com	no cookie dialog	True	True
tomozaki-koushiki.com	no cookie dialog	True	True
tsoftapps.com	no cookie dialog	True	True
world-market-link.com	no cookie dialog	True	True
drevtorg.club	no cookie dialog	True	True
apassion4jazz.net	DP1	True	True
apassion4jazz.net	DP2	False	False
apassion4jazz.net	DP3	False	False
apassion4jazz.net	DP4	True	True
apassion4jazz.net	DP5	False	False
apassion4jazz.net	DP6	False	False
apassion4jazz.net	DP7	False	False
apassion4jazz.net	DP8	False	False
apassion4jazz.net	time to reject cookies manually	2.35821309999665	2.35821309999665
apassion4jazz.net	number of clicks to reject cookies	0	0
apassion4jazz.net	DP10	unconfirmed	True
apassion4jazz.net	DP12	unconfirmed	False
apassion4jazz.net	DP13	unconfirmed	False
apassion4jazz.net	DP14	unconfirmed	False
apassion4jazz.net	DP15	unconfirmed	False
gensdeconfiance.com	DP1	False	False
gensdeconfiance.com	DP2	False	False
gensdeconfiance.com	DP3	False	False
gensdeconfiance.com	DP4	True	True
gensdeconfiance.com	DP5	False	False
gensdeconfiance.com	DP6	False	False
gensdeconfiance.com	DP7	False	False
gensdeconfiance.com	DP8	False	False
gensdeconfiance.com	time to reject cookies manually	9.14903950000007	9.14903950000007
gensdeconfiance.com	number of clicks to reject cookies	2	2
gensdeconfiance.com	DP10	unconfirmed	True
gensdeconfiance.com	DP12	unconfirmed	False
gensdeconfiance.com	DP13	unconfirmed	False
gensdeconfiance.com	DP14	unconfirmed	False
gensdeconfiance.com	DP15	unconfirmed	False
uniquechoiceweb.com	no cookie dialog	True	True
statelyhome.com.hk	no cookie dialog	True	True
goikogrill.com	DP1	False	False
goikogrill.com	DP2	False	False
goikogrill.com	DP3	False	False
goikogrill.com	DP4	True	True
goikogrill.com	DP5	False	False
goikogrill.com	DP6	False	False
goikogrill.com	DP7	True	True
goikogrill.com	DP8	False	False
goikogrill.com	time to reject cookies manually	7.38486349999948	7.38486349999948
goikogrill.com	number of clicks to reject cookies	1	1
goikogrill.com	DP10	unconfirmed	False
goikogrill.com	DP12	unconfirmed	False
goikogrill.com	DP13	unconfirmed	False
goikogrill.com	DP14	unconfirmed	False
goikogrill.com	DP15	unconfirmed	False
jxxdxy.com	no cookie dialog	True	True
beeg24.org	no cookie dialog	True	True
morninglavender.com	DP1	False	False
morninglavender.com	DP2	False	False
morninglavender.com	DP3	False	False
morninglavender.com	DP4	True	True
morninglavender.com	DP5	True	True
morninglavender.com	DP6	False	False
morninglavender.com	DP7	False	False
morninglavender.com	DP8	False	False
morninglavender.com	time to reject cookies manually	11.5312169000026	11.5312169000026
morninglavender.com	number of clicks to reject cookies	7	7
morninglavender.com	DP10	unconfirmed	True
morninglavender.com	DP12	unconfirmed	False
morninglavender.com	DP13	unconfirmed	False
morninglavender.com	DP14	unconfirmed	False
morninglavender.com	DP15	unconfirmed	False
artdeco.community	no cookie dialog	True	True
fransijana.com.sa	no cookie dialog	True	True
jarseducation.com	no cookie dialog	True	True
cima4up.co	no cookie dialog	True	True
venders.co	no cookie dialog	True	True
singular.live	no cookie dialog	True	True
chemins-compostelle.com	no cookie dialog	True	True
coyeb.com	no cookie dialog	True	True
earcandygirl.com	no cookie dialog	True	True
idybee.com	no cookie dialog	True	True
tsindi.org	no cookie dialog	True	True
dealnews.com	DP1	False	False
dealnews.com	DP2	True	True
dealnews.com	DP3	True	True
dealnews.com	DP4	True	True
dealnews.com	DP5	True	True
dealnews.com	DP6	False	False
dealnews.com	DP7	True	True
dealnews.com	DP8	False	False
dealnews.com	time to reject cookies manually	13.4370027000004	13.4370027000004
dealnews.com	number of clicks to reject cookies	2	2
dealnews.com	DP10	unconfirmed	True
dealnews.com	DP12	unconfirmed	False
dealnews.com	DP13	unconfirmed	False
dealnews.com	DP14	unconfirmed	False
dealnews.com	DP15	unconfirmed	False
stevenshofvitaal.nl	no cookie dialog	True	True
etrafficboss.com	no cookie dialog	True	True
tradersshop.com	no cookie dialog	True	True
ubuy.hk	no cookie dialog	True	True
aedes.com	no cookie dialog	True	True
barelist.com	no cookie dialog	True	True
omusubi-pet.com	no cookie dialog	True	True
wowcasual.info	no cookie dialog	True	True
esidoc.fr	no cookie dialog	True	True
simplifiedcoding.net	no cookie dialog	True	True
a-kamen.com	no cookie dialog	True	True
qzcdbz.com	no cookie dialog	True	True
agribankemobilebanking.vn	no cookie dialog	True	True
urlconnected.com	no cookie dialog	True	True
latet.org.il	no cookie dialog	True	True
ipsos.com	DP1	False	False
ipsos.com	DP2	False	False
ipsos.com	DP3	False	False
ipsos.com	DP4	True	True
ipsos.com	DP5	True	True
ipsos.com	DP6	False	False
ipsos.com	DP7	False	False
ipsos.com	DP8	False	False
ipsos.com	time to reject cookies manually	6.58015629999863	6.58015629999863
ipsos.com	number of clicks to reject cookies	2	2
ipsos.com	DP10	unconfirmed	True
ipsos.com	DP12	unconfirmed	False
ipsos.com	DP13	unconfirmed	False
ipsos.com	DP14	unconfirmed	False
ipsos.com	DP15	unconfirmed	False
lawnow.org	no cookie dialog	True	True
egeda.es	DP1	False	False
egeda.es	DP2	False	False
egeda.es	DP3	False	False
egeda.es	DP4	True	True
egeda.es	DP5	False	False
egeda.es	DP6	False	False
egeda.es	DP7	False	False
egeda.es	DP8	False	False
egeda.es	time to reject cookies manually	2.62088669999866	2.62088669999866
egeda.es	number of clicks to reject cookies	0	0
egeda.es	DP10	unconfirmed	True
egeda.es	DP12	unconfirmed	False
egeda.es	DP13	unconfirmed	False
egeda.es	DP14	unconfirmed	False
egeda.es	DP15	unconfirmed	False
labonie.com	no cookie dialog	True	True
panturapost.com	no cookie dialog	True	True
javbus.in	no cookie dialog	True	True
zero7.co.uk	DP1	False	False
zero7.co.uk	DP2	False	False
zero7.co.uk	DP3	False	False
zero7.co.uk	DP4	False	False
zero7.co.uk	DP5	False	False
zero7.co.uk	DP6	False	False
zero7.co.uk	DP7	False	False
zero7.co.uk	DP8	False	False
zero7.co.uk	time to reject cookies manually	7.58787540000048	7.58787540000048
zero7.co.uk	number of clicks to reject cookies	0	0
zero7.co.uk	DP10	unconfirmed	True
zero7.co.uk	DP12	unconfirmed	False
zero7.co.uk	DP13	unconfirmed	False
zero7.co.uk	DP14	unconfirmed	False
zero7.co.uk	DP15	unconfirmed	False
astroglide.com	DP1	False	False
astroglide.com	DP2	False	False
astroglide.com	DP3	True	True
astroglide.com	DP4	True	True
astroglide.com	DP5	True	True
astroglide.com	DP6	True	True
astroglide.com	DP7	False	False
astroglide.com	DP8	False	False
astroglide.com	time to reject cookies manually	4.96684830000231	4.96684830000231
astroglide.com	number of clicks to reject cookies	1	1
astroglide.com	DP10	unconfirmed	False
astroglide.com	DP12	unconfirmed	False
astroglide.com	DP13	unconfirmed	False
astroglide.com	DP14	unconfirmed	False
astroglide.com	DP15	unconfirmed	False
downtheshore.org	no cookie dialog	True	True
acamhaiti-edu.com	no cookie dialog	True	True
savoredjourneys.com	no cookie dialog	True	True
hertz.com	DP1	False	False
hertz.com	DP2	False	False
hertz.com	DP3	False	False
hertz.com	DP4	True	True
hertz.com	DP5	False	False
hertz.com	DP6	False	False
hertz.com	DP7	False	False
hertz.com	DP8	False	False
hertz.com	time to reject cookies manually	5.9971078	5.9971078
hertz.com	number of clicks to reject cookies	1	1
hertz.com	DP10	unconfirmed	True
hertz.com	DP12	unconfirmed	False
hertz.com	DP13	unconfirmed	False
hertz.com	DP14	unconfirmed	False
hertz.com	DP15	unconfirmed	False
pif.org.in	DP1	False	False
pif.org.in	DP2	False	False
pif.org.in	DP3	False	False
pif.org.in	DP4	True	True
pif.org.in	DP5	False	False
pif.org.in	DP6	False	False
pif.org.in	DP7	False	False
pif.org.in	DP8	False	False
pif.org.in	time to reject cookies manually	11.3124115	11.3124115
pif.org.in	number of clicks to reject cookies	1	1
pif.org.in	DP10	unconfirmed	False
pif.org.in	DP12	unconfirmed	False
pif.org.in	DP13	unconfirmed	False
pif.org.in	DP14	unconfirmed	False
pif.org.in	DP15	unconfirmed	False
kaffee-partner.de	DP1	False	False
kaffee-partner.de	DP2	False	True
kaffee-partner.de	DP3	True	True
kaffee-partner.de	DP4	False	False
kaffee-partner.de	DP5	False	False
kaffee-partner.de	DP6	False	False
kaffee-partner.de	DP7	False	False
kaffee-partner.de	DP8	False	False
kaffee-partner.de	time to reject cookies manually	4.7357739	4.7357739
kaffee-partner.de	number of clicks to reject cookies	1	1
kaffee-partner.de	DP10	unconfirmed	True
kaffee-partner.de	DP12	unconfirmed	False
kaffee-partner.de	DP13	unconfirmed	False
kaffee-partner.de	DP14	unconfirmed	False
kaffee-partner.de	DP15	unconfirmed	False
ezgardentips.com	DP1	False	False
ezgardentips.com	DP2	False	True
ezgardentips.com	DP3	True	True
ezgardentips.com	DP4	False	False
ezgardentips.com	DP5	False	False
ezgardentips.com	DP6	False	False
ezgardentips.com	DP7	False	True
ezgardentips.com	DP8	False	False
ezgardentips.com	time to reject cookies manually	12.6739586	12.6739586
ezgardentips.com	number of clicks to reject cookies	11	11
ezgardentips.com	DP10	unconfirmed	True
ezgardentips.com	DP12	unconfirmed	True
ezgardentips.com	DP13	unconfirmed	False
ezgardentips.com	DP14	unconfirmed	False
ezgardentips.com	DP15	unconfirmed	False
altcointrading.net	DP11	True	True
astroglide.com	DP11	True	True
bitcentral.com	DP11	True	True
dailycivil.com	DP11	True	True
dealnews.com	DP11	True	True
duffmart.com	DP11	True	True
epona-gmbh.de	DP11	True	True
everydaydiabeticrecipes.com	DP11	True	True
ezgardentips.com	DP11	True	True
millbrook.co.uk	DP9	True	True
millbrook.co.uk	DP11	True	True
morninglavender.com	DP11	True	True
net-a-porter.com	DP11	True	True
rbx.gg	DP11	True	True
rynek-lotniczy.pl	DP11	True	True
selligent.com	DP11	True	True
tempstar.com	DP11	True	True
theiphoneblog.com	DP11	True	True
tinytrk.com	DP11	True	True
virginradio.fr	DP11	True	True
yhoyquecomemos.com	DP11	True	True
zszywka.pl	DP11	True	True
